Date,Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Avg. Order Value,Revenue
20180130,Paid Search,"17,250","8,554","21,028",5.72%,4.67,0:05:02,0.55%,116,"R$1,271.51","R$147,495.30"
20180130,Referral,"22,738","6,261","28,359",10.90%,5.08,0:05:20,2.35%,667,R$759.27,"R$506,429.95"
20180130,Social,"2,825",720,"3,244",2.77%,3.69,0:04:14,0.40%,13,R$741.10,"R$9,634.35"
20180131,(Other),"17,555","7,488","23,845",15.52%,3.43,0:04:29,3.33%,795,R$669.88,"R$532,555.79"
20180131,Direct,"157,725","65,102","190,310",12.82%,4.79,0:05:08,1.98%,"3,766",R$674.11,"R$2,538,704.05"
20180131,Display,"13,894","2,120","18,689",19.31%,4.19,0:03:11,0.63%,117,R$721.30,"R$84,391.89"
20180131,Email,"2,066",395,"2,501",12.40%,5.34,0:05:54,1.40%,35,R$560.73,"R$19,625.66"
20180131,Organic Search,"97,431","41,203","117,451",7.75%,6.58,0:07:55,3.14%,"3,687",R$688.46,"R$2,538,358.20"
20180131,Paid Search,"17,219","8,472","20,553",6.04%,4.71,0:05:06,0.75%,154,"R$1,199.65","R$184,745.82"
20180131,Referral,"18,188","3,749","22,978",8.43%,4.93,0:05:33,2.89%,664,R$833.14,"R$553,207.28"
20180131,Social,"3,504",888,"3,987",2.73%,3.8,0:04:18,0.65%,26,R$488.70,"R$12,706.20"
20180201,(Other),"12,541","4,941","17,006",14.31%,4.07,0:05:34,4.72%,802,R$692.04,"R$555,016.54"
20180201,Direct,"178,116","73,630","214,661",13.16%,4.71,0:04:45,1.93%,"4,133",R$680.40,"R$2,812,094.01"
20180201,Display,"15,131","2,334","20,190",17.14%,4.22,0:03:04,0.77%,156,R$716.33,"R$111,748.05"
20180201,Email,"18,367","5,653","20,958",3.99%,4.69,0:04:10,1.04%,219,R$645.50,"R$141,364.20"
20180201,Organic Search,"100,355","42,697","121,894",7.79%,6.62,0:07:55,3.36%,"4,098",R$712.97,"R$2,921,770.97"
20180201,Paid Search,"16,726","8,448","20,244",6.50%,4.6,0:04:57,0.85%,173,"R$1,424.34","R$246,411.00"
20180201,Referral,"17,592","4,286","22,221",10.52%,5.12,0:05:29,3.23%,717,R$696.28,"R$499,233.57"
20180201,Social,"3,168",682,"3,734",2.70%,3.96,0:04:20,0.91%,34,R$611.85,"R$20,802.82"
20180202,(Other),"12,268","5,006","16,627",14.90%,3.93,0:05:21,5.06%,841,R$687.89,"R$578,514.50"
20180202,Direct,"173,401","71,397","206,141",13.37%,4.7,0:04:41,2.51%,"5,169",R$758.84,"R$3,922,462.32"
20180202,Display,"13,350","1,911","18,155",19.11%,4.24,0:03:08,0.78%,142,R$728.27,"R$103,413.67"
20180202,Email,"10,629","3,296","11,749",5.34%,4.95,0:04:07,1.33%,156,R$748.89,"R$116,827.09"
20180202,Organic Search,"93,605","38,281","113,295",7.83%,6.68,0:07:50,4.64%,"5,258",R$771.43,"R$4,056,182.46"
20180202,Paid Search,"16,248","7,958","19,362",5.80%,4.78,0:05:07,1.37%,265,"R$1,538.77","R$407,772.87"
20180202,Referral,"15,481","3,281","19,835",9.19%,5.26,0:05:47,4.01%,796,R$806.97,"R$642,346.65"
20180202,Social,"3,482",944,"3,962",4.06%,3.91,0:04:09,1.16%,46,R$560.53,"R$25,784.27"
20180203,(Other),"10,303","4,287","13,786",15.42%,3.91,0:05:17,4.67%,644,R$654.43,"R$421,455.72"
20180203,Direct,"147,023","63,609","171,274",14.80%,4.29,0:04:07,2.16%,"3,707",R$722.55,"R$2,678,489.50"
20180203,Display,"10,288","1,629","14,033",21.16%,4.27,0:03:07,0.91%,128,R$698.78,"R$89,443.71"
20180203,Email,"11,445","3,382","12,909",5.29%,5.03,0:04:33,1.73%,223,R$540.20,"R$120,465.18"
20180203,Organic Search,"71,843","28,961","86,737",9.69%,6.96,0:07:43,4.23%,"3,666",R$761.18,"R$2,790,496.33"
20180203,Paid Search,"15,609","7,815","18,880",7.57%,4.73,0:04:48,1.24%,235,"R$1,392.24","R$327,175.27"
20180203,Referral,"12,338","2,562","15,846",9.93%,5.53,0:05:42,4.42%,700,R$775.22,"R$542,651.94"
20180203,Social,"3,183","1,384","3,642",8.84%,3.36,0:03:30,1.13%,41,R$693.19,"R$28,420.93"
20180204,(Other),"11,217","4,679","14,992",15.36%,3.75,0:05:08,4.88%,732,R$670.57,"R$490,855.93"
20180204,Direct,"140,808","61,211","164,738",14.37%,4.49,0:04:35,2.74%,"4,521",R$686.17,"R$3,102,156.24"
20180204,Display,"10,019","1,822","13,826",22.50%,4.12,0:03:07,0.82%,114,R$769.51,"R$87,723.65"
20180204,Email,"9,366","2,670","10,838",14.13%,4.56,0:04:11,1.85%,200,R$621.54,"R$124,307.95"
20180204,Organic Search,"70,832","28,588","86,489",10.12%,6.87,0:07:45,4.34%,"3,751",R$757.69,"R$2,842,098.02"
20180204,Paid Search,"18,531","9,287","22,435",7.86%,4.7,0:04:52,1.01%,226,"R$1,274.97","R$288,142.45"
20180204,Referral,"21,494","6,403","26,438",7.77%,6.38,0:06:36,5.10%,"1,348",R$710.74,"R$958,081.32"
20180204,Social,"3,409","1,585","3,912",9.28%,3.2,0:03:22,0.82%,32,R$645.98,"R$20,671.44"
20180205,(Other),"16,371","7,073","22,207",14.58%,3.59,0:04:52,4.33%,961,R$649.34,"R$624,014.56"
20180205,Direct,"173,545","69,464","208,577",13.20%,4.78,0:05:14,2.87%,"5,986",R$722.83,"R$4,326,833.50"
20180205,Display,"12,299","1,890","16,541",20.52%,4.15,0:03:19,0.96%,159,R$750.44,"R$119,319.31"
20180205,Email,"10,033","3,319","11,563",7.42%,4.41,0:04:11,1.16%,134,R$673.79,"R$90,287.64"
20180205,Organic Search,"98,521","39,235","118,955",7.81%,6.5,0:08:00,4.34%,"5,160",R$748.67,"R$3,863,125.33"
20180205,Paid Search,"22,481","11,310","27,269",6.03%,4.58,0:05:03,1.06%,289,"R$1,383.83","R$399,927.24"
20180205,Referral,"33,535","11,265","41,493",6.58%,5.87,0:06:40,4.89%,"2,030",R$750.61,"R$1,523,741.16"
20180205,Social,"1,988",457,"2,364",5.16%,3.85,0:04:39,1.18%,28,R$656.13,"R$18,371.72"
20180206,(Other),"15,780","6,874","21,195",14.63%,3.47,0:04:40,3.19%,677,R$663.06,"R$448,892.97"
20180206,Direct,"161,588","65,109","193,704",13.20%,4.64,0:05:03,1.99%,"3,855",R$683.06,"R$2,633,206.73"
20180206,Display,"10,671","1,666","14,203",20.74%,4.15,0:03:15,0.52%,74,R$739.14,"R$54,696.04"
20180206,Email,"7,100","2,134","8,139",11.70%,4.51,0:04:17,0.74%,60,R$779.40,"R$46,764.22"
20180206,Organic Search,"87,988","35,726","107,932",7.87%,6.47,0:07:52,3.00%,"3,236",R$664.47,"R$2,150,216.81"
20180206,Paid Search,"18,480","8,922","22,281",5.92%,4.65,0:05:03,0.78%,174,"R$1,200.32","R$208,856.32"
20180206,Referral,"31,724","10,234","39,590",7.14%,5.85,0:06:33,3.53%,"1,397",R$693.08,"R$968,228.38"
20180206,Social,"1,669",427,"1,980",4.80%,3.83,0:04:24,0.91%,18,R$601.45,"R$10,826.04"
20180207,(Other),"15,499","6,733","20,932",15.22%,3.54,0:04:45,3.30%,690,R$665.89,"R$459,464.25"
20180207,Direct,"169,946","69,342","204,233",12.96%,4.64,0:05:00,1.90%,"3,879",R$619.19,"R$2,401,831.75"
20180207,Display,"10,301","1,692","13,687",21.84%,4.29,0:03:17,0.68%,93,R$600.35,"R$55,832.84"
20180207,Email,"12,491","3,978","14,070",8.27%,4.99,0:04:15,1.17%,165,R$591.77,"R$97,642.28"
20180207,Organic Search,"86,248","34,478","104,855",7.92%,6.51,0:07:53,3.13%,"3,284",R$638.61,"R$2,097,180.52"
20180207,Paid Search,"16,307","7,694","19,414",6.12%,4.75,0:05:09,0.83%,162,"R$1,185.68","R$192,079.80"
20180207,Referral,"33,171","10,526","41,307",7.21%,6.01,0:06:36,3.57%,"1,475",R$679.70,"R$1,002,558.30"
20180207,Social,"3,245",660,"3,758",2.69%,3.89,0:04:29,0.77%,29,R$609.70,"R$17,681.35"
20180208,(Other),"15,000","6,701","20,200",15.38%,3.34,0:04:22,3.28%,662,R$664.89,"R$440,158.22"
20180208,Direct,"165,156","68,253","199,647",14.09%,4.55,0:04:52,1.68%,"3,356",R$599.94,"R$2,013,407.47"
20180208,Display,"9,471","1,353","12,943",22.47%,4.14,0:03:10,0.73%,94,R$766.05,"R$72,008.54"
20180208,Email,"14,448","4,840","16,211",5.93%,4.59,0:04:02,0.85%,137,R$717.27,"R$98,265.79"
20180208,Organic Search,"83,286","33,303","100,807",8.01%,6.39,0:07:39,2.89%,"2,916",R$624.20,"R$1,820,171.73"
20180208,Paid Search,"15,095","7,405","18,321",5.95%,4.78,0:05:15,0.82%,151,"R$1,102.00","R$166,402.63"
20180208,Referral,"32,112","9,988","39,692",7.51%,5.85,0:06:24,3.11%,"1,235",R$691.66,"R$854,197.19"
20180208,Social,"3,712","1,540","4,293",5.82%,3.49,0:03:28,0.44%,19,R$505.60,"R$9,606.46"
20180209,(Other),"12,904","5,762","17,554",15.60%,3.33,0:04:23,3.14%,552,R$584.60,"R$322,699.98"
20180209,Direct,"149,385","62,488","184,012",14.04%,4.43,0:04:47,1.61%,"2,966",R$618.68,"R$1,835,008.00"
20180209,Display,"8,512","1,420","11,497",25.07%,3.96,0:02:52,0.64%,74,R$673.59,"R$49,845.35"
20180209,Email,"10,052","3,406","11,268",6.68%,4.34,0:03:50,0.73%,82,R$648.86,"R$53,206.88"
20180209,Organic Search,"73,517","29,321","89,682",8.44%,6.44,0:07:38,2.92%,"2,618",R$672.77,"R$1,761,304.60"
20180209,Paid Search,"13,932","6,608","16,928",6.23%,4.8,0:05:03,0.71%,121,"R$1,218.56","R$147,445.73"
20180209,Referral,"28,319","8,759","34,902",7.68%,5.97,0:06:25,3.44%,"1,202",R$717.58,"R$862,529.36"
20180209,Social,"3,022","1,333","3,441",6.02%,3.18,0:02:59,0.23%,8,R$788.28,"R$6,306.20"
20180210,(Other),"10,309","5,125","13,963",17.15%,3.41,0:04:29,2.95%,412,R$644.74,"R$265,633.71"
20180210,Direct,"113,422","51,330","137,886",13.59%,4.11,0:04:17,1.56%,"2,150",R$659.06,"R$1,416,981.29"
20180210,Display,"6,154","1,149","8,542",27.76%,4.1,0:02:56,0.70%,60,R$684.00,"R$41,040.13"
20180210,Email,"10,008","3,260","11,886",32.21%,3.86,0:03:20,0.79%,94,R$617.60,"R$58,054.37"
20180210,Organic Search,"48,703","19,562","59,991",10.07%,6.96,0:07:48,2.95%,"1,768",R$666.66,"R$1,178,647.28"
20180210,Paid Search,"10,232","4,801","12,498",7.82%,5.08,0:05:23,0.90%,113,"R$1,183.80","R$133,769.47"
20180210,Referral,"20,427","6,031","25,747",8.69%,6.39,0:06:31,3.58%,923,R$766.36,"R$707,352.38"
20180210,Social,"2,686","1,339","3,063",7.41%,3.47,0:03:28,0.91%,28,R$716.57,"R$20,064.08"
20180211,(Other),"9,730","4,717","13,078",17.08%,3.53,0:04:32,3.26%,426,R$631.65,"R$269,081.70"
20180211,Direct,"105,354","48,930","126,929",12.99%,4.16,0:04:19,1.68%,"2,136",R$617.29,"R$1,318,530.61"
20180211,Display,"5,797","1,120","8,054",28.81%,3.91,0:02:41,0.52%,42,R$581.14,"R$24,407.90"
20180211,Email,"6,664","1,960","7,782",29.93%,4.11,0:03:32,1.00%,78,R$546.44,"R$42,622.32"
20180211,Organic Search,"46,738","19,031","56,431",10.23%,7.01,0:07:44,2.96%,"1,669",R$665.52,"R$1,110,751.67"
20180211,Paid Search,"9,402","4,434","11,657",7.84%,5.18,0:05:28,0.86%,100,R$923.13,"R$92,312.93"
20180211,Referral,"19,222","5,813","24,101",8.65%,6.68,0:06:41,3.74%,901,R$729.92,"R$657,655.40"
20180211,Social,"2,353","1,207","2,686",7.78%,3.27,0:03:18,0.52%,14,R$604.93,"R$8,469.05"
20180212,(Other),"11,069","5,198","14,782",16.24%,3.49,0:04:32,3.21%,474,R$654.38,"R$310,174.89"
20180212,Direct,"115,326","51,944","139,180",13.47%,4.24,0:04:27,1.74%,"2,421",R$610.38,"R$1,477,737.79"
20180212,Display,"6,868","1,266","9,525",29.23%,3.91,0:02:47,0.51%,49,R$731.89,"R$35,862.63"
20180212,Email,"5,813","1,677","6,897",17.38%,4.52,0:04:12,0.90%,62,R$918.20,"R$56,928.67"
20180212,Organic Search,"53,745","22,106","64,906",9.72%,6.95,0:07:44,2.89%,"1,876",R$612.93,"R$1,149,853.24"
20180212,Paid Search,"11,215","5,250","13,599",6.96%,5.13,0:05:29,0.85%,115,"R$1,278.87","R$147,070.25"
20180212,Referral,"21,941","6,813","27,260",8.37%,6.58,0:06:47,3.75%,"1,023",R$683.67,"R$699,398.26"
20180212,Social,"2,830","1,377","3,277",8.09%,3.26,0:03:07,0.73%,24,R$467.42,"R$11,218.18"
20180213,(Other),"11,897","5,406","16,098",16.18%,3.4,0:04:29,3.27%,526,R$658.03,"R$346,123.66"
20180213,Direct,"133,592","57,254","158,203",13.52%,4.26,0:04:24,1.61%,"2,543",R$624.31,"R$1,587,612.51"
20180213,Display,"7,393","1,223","10,221",28.10%,3.99,0:02:46,0.61%,62,R$661.32,"R$41,001.94"
20180213,Email,"7,718","2,205","8,772",10.13%,4.97,0:04:43,1.47%,129,R$571.42,"R$73,713.79"
20180213,Organic Search,"59,673","24,037","71,242",10.21%,6.84,0:07:33,2.81%,"2,000",R$620.49,"R$1,240,974.12"
20180213,Paid Search,"11,855","5,438","14,302",7.32%,5.03,0:05:24,0.66%,95,"R$1,134.09","R$107,738.16"
20180213,Referral,"26,218","8,224","32,171",8.52%,6.35,0:06:22,3.33%,"1,070",R$725.95,"R$776,767.00"
20180213,Social,"2,968","1,463","3,418",7.67%,3.31,0:02:55,0.35%,12,R$434.40,"R$5,212.83"
20180214,(Other),"14,700","6,494","19,395",15.34%,3.28,0:04:14,2.73%,530,R$650.00,"R$344,501.16"
20180214,Direct,"161,492","64,999","195,818",13.27%,4.47,0:04:51,1.63%,"3,192",R$611.21,"R$1,950,975.36"
20180214,Display,"8,983","1,285","12,362",26.40%,4.11,0:02:47,0.48%,59,R$808.24,"R$47,685.89"
20180214,Email,"8,580","2,468","9,647",9.04%,4.7,0:04:22,0.86%,83,R$606.50,"R$50,339.56"
20180214,Organic Search,"80,960","33,290","96,865",8.79%,6.53,0:07:38,2.75%,"2,668",R$658.75,"R$1,757,539.83"
20180214,Paid Search,"15,143","7,085","18,144",5.83%,4.69,0:05:10,0.64%,116,"R$1,410.47","R$163,614.48"
20180214,Referral,"31,076","9,849","38,446",8.06%,6.02,0:06:22,3.26%,"1,255",R$697.13,"R$874,897.64"
20180214,Social,"5,497","1,958","6,411",5.29%,3.49,0:03:34,0.42%,27,R$820.24,"R$22,146.60"
20180215,(Other),"15,747","7,460","20,809",15.71%,3.17,0:04:04,2.91%,606,R$624.21,"R$378,273.07"
20180215,Direct,"156,511","62,140","191,634",12.85%,4.8,0:05:09,1.88%,"3,603",R$648.79,"R$2,337,588.71"
20180215,Display,"8,966","1,440","12,068",25.47%,4.14,0:02:58,0.73%,88,R$676.59,"R$59,539.75"
20180215,Email,"6,805","1,984","7,943",11.90%,4.63,0:04:17,1.07%,85,R$687.98,"R$58,478.22"
20180215,Organic Search,"85,078","35,403","102,084",7.89%,6.46,0:07:42,2.81%,"2,867",R$662.03,"R$1,898,025.72"
20180215,Paid Search,"15,083","7,109","17,685",5.29%,4.71,0:05:06,0.63%,111,"R$1,101.43","R$122,258.81"
20180215,Referral,"31,907","10,811","39,493",7.42%,5.8,0:06:25,3.20%,"1,264",R$741.52,"R$937,286.48"
20180215,Social,"3,575","1,070","4,186",5.76%,3.74,0:03:59,0.60%,25,R$775.33,"R$19,383.23"
20180216,(Other),"15,306","6,895","19,759",15.81%,3.28,0:04:22,3.41%,673,R$652.29,"R$438,988.28"
20180216,Direct,"152,069","59,106","186,842",12.71%,4.8,0:05:12,1.90%,"3,545",R$645.41,"R$2,287,980.16"
20180216,Display,"9,613","1,532","12,985",25.21%,4.14,0:02:58,0.64%,83,R$855.41,"R$70,999.19"
20180216,Email,"3,966","1,046","4,700",13.09%,4.81,0:04:29,1.17%,55,R$562.02,"R$30,911.12"
20180216,Organic Search,"85,773","36,133","102,306",8.30%,6.52,0:07:39,2.81%,"2,874",R$667.91,"R$1,919,565.43"
20180216,Paid Search,"14,366","6,642","17,243",6.70%,4.61,0:04:56,0.64%,110,"R$1,206.14","R$132,675.75"
20180216,Referral,"31,055","9,886","38,352",6.99%,5.99,0:06:27,3.68%,"1,410",R$709.08,"R$999,809.19"
20180216,Social,"2,375",755,"2,812",6.79%,3.72,0:04:23,0.89%,25,R$650.06,"R$16,251.43"
20180217,(Other),"13,074","5,591","17,792",15.70%,3.97,0:05:31,5.40%,961,R$554.68,"R$533,050.70"
20180217,Direct,"154,389","65,701","185,149",13.00%,4.69,0:04:53,2.40%,"4,436",R$558.13,"R$2,475,862.88"
20180217,Display,"7,774","1,267","10,839",26.04%,4.31,0:03:15,1.02%,111,R$626.27,"R$69,516.44"
20180217,Email,"15,572","4,608","17,867",8.71%,5.36,0:04:21,1.56%,279,R$564.18,"R$157,404.86"
20180217,Organic Search,"66,418","27,305","81,715",9.71%,7.13,0:08:19,3.99%,"3,260",R$598.49,"R$1,951,074.61"
20180217,Paid Search,"17,519","8,962","21,030",6.26%,5.15,0:04:32,0.63%,133,"R$1,108.38","R$147,414.44"
20180217,Referral,"28,379","8,486","35,894",7.87%,6.66,0:07:00,4.95%,"1,778",R$584.24,"R$1,038,782.93"
20180217,Social,"2,067",389,"2,541",3.15%,4.74,0:05:49,1.77%,45,R$433.36,"R$19,501.19"
20180218,(Other),"14,323","6,161","19,266",15.79%,3.97,0:05:31,5.45%,"1,050",R$509.05,"R$534,497.62"
20180218,Direct,"143,309","61,995","172,134",13.61%,4.81,0:05:16,3.11%,"5,354",R$555.34,"R$2,973,274.53"
20180218,Display,"10,118","3,166","13,461",25.75%,3.81,0:02:40,0.75%,101,R$722.54,"R$72,976.50"
20180218,Email,"5,502","1,385","6,614",10.63%,5.53,0:05:50,3.04%,201,R$542.24,"R$108,990.86"
20180218,Organic Search,"71,984","30,157","86,601",9.62%,7.16,0:08:31,4.46%,"3,866",R$567.47,"R$2,193,822.16"
20180218,Paid Search,"18,969","9,685","22,812",6.82%,5.2,0:04:41,0.83%,190,"R$1,096.69","R$208,371.80"
20180218,Referral,"31,831","9,640","39,737",8.04%,6.65,0:07:10,5.41%,"2,148",R$587.65,"R$1,262,273.15"
20180218,Social,"1,742",371,"2,105",3.61%,4.99,0:06:11,2.14%,45,R$401.88,"R$18,084.52"
20180219,(Other),"15,477","6,580","19,414",31.93%,3.56,0:04:48,3.59%,696,R$693.60,"R$482,745.24"
20180219,Direct,"168,995","66,728","208,651",15.89%,4.61,0:05:06,1.93%,"4,018",R$664.95,"R$2,671,785.50"
20180219,Display,"9,940","1,046","13,487",22.72%,4.36,0:03:01,0.73%,98,R$807.63,"R$79,147.28"
20180219,Email,"4,512","1,208","5,343",10.22%,4.9,0:04:30,1.25%,67,R$577.95,"R$38,722.34"
20180219,Organic Search,"93,919","39,136","112,223",8.11%,6.36,0:07:40,2.77%,"3,105",R$661.12,"R$2,052,764.68"
20180219,Paid Search,"20,093","10,101","23,940",6.09%,4.99,0:04:51,0.62%,149,"R$1,090.62","R$162,501.92"
20180219,Referral,"34,985","11,521","42,557",8.80%,6.17,0:06:40,3.53%,"1,501",R$718.50,"R$1,078,467.84"
20180219,Social,990,251,"1,228",7.57%,4.55,0:05:43,1.38%,17,R$520.96,"R$8,856.26"
20180220,(Other),"15,200","6,843","18,622",52.76%,3.48,0:04:53,3.08%,574,R$711.05,"R$408,144.01"
20180220,Direct,"154,325","61,656","189,948",21.10%,4.37,0:05:02,1.61%,"3,051",R$715.80,"R$2,183,916.97"
20180220,Display,"9,521",867,"13,188",28.52%,4.16,0:03:03,0.50%,66,R$896.29,"R$59,155.42"
20180220,Email,"2,276",498,"2,756",15.57%,4.89,0:05:11,1.23%,34,R$640.97,"R$21,793.13"
20180220,Organic Search,"86,628","36,191","104,697",8.74%,6.07,0:07:43,2.49%,"2,609",R$710.75,"R$1,854,353.82"
20180220,Paid Search,"14,492","7,192","17,539",8.26%,4.94,0:04:56,0.64%,113,"R$1,192.16","R$134,714.40"
20180220,Referral,"31,713","10,948","38,402",9.98%,6.01,0:06:53,3.04%,"1,168",R$805.73,"R$941,095.89"
20180220,Social,"1,797",367,"2,109",3.94%,3.82,0:04:24,0.38%,8,R$577.38,"R$4,619.07"
20180221,(Other),"15,601","7,196","19,405",49.62%,3.56,0:04:48,3.47%,673,R$687.54,"R$462,713.72"
20180221,Direct,"153,580","61,167","188,306",21.47%,4.54,0:04:56,1.88%,"3,548",R$707.92,"R$2,511,686.80"
20180221,Display,"8,447",744,"11,479",27.99%,4.46,0:03:20,0.66%,76,R$639.69,"R$48,616.78"
20180221,Email,"1,887",473,"2,273",17.29%,5.24,0:05:18,2.20%,50,R$856.79,"R$42,839.32"
20180221,Organic Search,"84,383","34,519","100,581",8.81%,6.43,0:07:41,2.93%,"2,943",R$726.95,"R$2,139,399.21"
20180221,Paid Search,"17,284","8,890","20,395",7.18%,4.82,0:04:53,0.72%,147,"R$1,210.80","R$177,988.18"
20180221,Referral,"30,966","10,575","37,581",9.65%,6.58,0:06:59,3.73%,"1,403",R$784.04,"R$1,100,003.79"
20180221,Social,"2,244",478,"2,635",4.52%,4.41,0:05:11,0.61%,16,R$605.72,"R$9,691.60"
20180222,(Other),"15,105","6,750","18,785",47.47%,3.68,0:05:03,3.02%,568,R$597.31,"R$339,271.62"
20180222,Direct,"168,703","67,238","208,846",20.26%,4.42,0:04:50,1.31%,"2,729",R$571.86,"R$1,560,604.62"
20180222,Display,"8,873",748,"11,863",25.53%,4.47,0:03:25,0.65%,77,R$700.53,"R$53,940.56"
20180222,Email,"13,812","5,280","15,143",3.69%,3.53,0:03:02,0.28%,43,R$510.50,"R$21,951.30"
20180222,Organic Search,"90,699","38,740","109,389",9.59%,6.34,0:07:22,2.10%,"2,300",R$551.02,"R$1,267,336.82"
20180222,Paid Search,"18,824","9,606","22,514",8.73%,4.44,0:04:35,0.46%,103,R$863.32,"R$88,922.32"
20180222,Referral,"34,947","13,084","41,323",8.17%,5.88,0:06:04,2.55%,"1,052",R$627.69,"R$660,333.34"
20180222,Social,"2,044",543,"2,400",4.71%,3.9,0:04:39,0.92%,22,R$618.55,"R$13,608.04"
20180223,(Other),"17,059","7,269","20,959",45.91%,4.15,0:05:23,3.75%,786,R$603.07,"R$474,015.72"
20180223,Direct,"183,049","74,422","224,472",19.22%,5.06,0:05:07,1.69%,"3,803",R$650.31,"R$2,473,110.83"
20180223,Display,"9,956","1,212","13,259",23.28%,4.51,0:03:13,0.57%,75,R$782.73,"R$58,705.00"
20180223,Email,"18,065","7,198","20,955",5.05%,3.8,0:03:42,0.44%,93,R$625.15,"R$58,139.41"
20180223,Organic Search,"103,672","43,702","123,847",8.43%,7.18,0:07:48,2.88%,"3,563",R$658.31,"R$2,345,562.29"
20180223,Paid Search,"16,076","7,813","19,435",8.18%,4.92,0:05:07,0.76%,147,R$894.04,"R$131,423.43"
20180223,Referral,"22,764","6,736","27,540",10.69%,6.68,0:06:48,3.33%,917,R$719.06,"R$659,380.41"
20180223,Social,"14,983","9,246","19,546",3.02%,5.63,0:03:03,0.21%,42,R$508.44,"R$21,354.35"
20180224,(Other),"18,349","7,799","23,664",40.37%,4.88,0:05:48,4.23%,"1,000",R$627.09,"R$627,089.53"
20180224,Direct,"325,556","146,846","393,807",16.96%,6.2,0:04:55,1.58%,"6,220",R$591.41,"R$3,678,561.68"
20180224,Display,"15,345","1,379","21,051",17.27%,4.94,0:03:18,0.64%,134,R$730.92,"R$97,943.91"
20180224,Email,"68,455","29,926","77,351",3.40%,6.22,0:05:29,1.28%,990,R$564.00,"R$558,360.70"
20180224,Organic Search,"125,421","51,794","153,582",8.19%,9.34,0:08:37,3.41%,"5,232",R$649.26,"R$3,396,948.15"
20180224,Paid Search,"12,919","5,379","15,854",8.74%,5.72,0:05:48,1.03%,163,R$846.57,"R$137,990.47"
20180224,Referral,"22,912","6,440","28,376",12.67%,8.42,0:07:06,3.45%,980,R$652.06,"R$639,017.27"
20180224,Social,"29,717","20,143","37,379",4.54%,5.96,0:03:26,0.34%,127,R$471.18,"R$59,840.23"
20180225,(Other),"21,333","8,513","26,792",36.93%,5.28,0:06:27,5.57%,"1,493",R$535.42,"R$799,379.41"
20180225,Direct,"266,827","115,859","321,030",18.84%,6.11,0:05:30,2.71%,"8,706",R$527.90,"R$4,595,887.84"
20180225,Display,"16,050","1,719","22,036",18.35%,4.8,0:03:27,1.00%,220,R$542.40,"R$119,327.07"
20180225,Email,"47,099","20,119","53,479",4.52%,6.38,0:06:19,2.50%,"1,335",R$482.31,"R$643,881.58"
20180225,Organic Search,"127,703","52,207","155,333",9.35%,9.3,0:09:23,4.89%,"7,596",R$565.32,"R$4,294,147.49"
20180225,Paid Search,"16,410","7,168","19,791",9.35%,5.65,0:05:51,1.43%,283,R$831.35,"R$235,271.14"
20180225,Referral,"24,578","6,899","29,779",12.67%,8.59,0:07:51,5.39%,"1,606",R$572.37,"R$919,218.37"
20180225,Social,"22,488","15,314","27,808",5.06%,5.87,0:03:33,0.49%,136,R$458.27,"R$62,324.90"
20180226,(Other),"18,059","7,077","22,410",43.90%,4.17,0:05:18,3.48%,780,R$641.95,"R$500,724.48"
20180226,Direct,"207,691","81,930","255,266",22.88%,4.64,0:04:50,1.76%,"4,495",R$628.43,"R$2,824,789.34"
20180226,Display,"15,881","1,334","21,247",20.60%,4.32,0:02:54,0.53%,113,R$673.70,"R$76,127.95"
20180226,Email,"43,567","19,374","49,610",4.94%,4.32,0:04:23,0.79%,392,R$620.11,"R$243,083.65"
20180226,Organic Search,"120,200","48,852","145,733",9.75%,6.43,0:07:26,2.75%,"4,014",R$637.73,"R$2,559,864.34"
20180226,Paid Search,"18,353","9,031","22,231",7.30%,4.67,0:04:53,0.76%,170,R$984.78,"R$167,411.97"
20180226,Referral,"29,572","8,967","35,500",11.56%,6.5,0:06:38,3.35%,"1,189",R$680.04,"R$808,570.98"
20180226,Social,"6,919","3,383","8,200",9.70%,4.93,0:03:53,0.54%,44,R$544.96,"R$23,978.19"
20180227,(Other),"15,523","6,467","18,990",45.14%,3.94,0:05:22,3.48%,661,R$630.84,"R$416,988.38"
20180227,Direct,"168,101","64,507","200,950",23.53%,4.41,0:04:45,1.75%,"3,512",R$724.27,"R$2,543,642.46"
20180227,Display,"14,385","1,822","18,915",22.27%,4.17,0:02:47,0.45%,86,R$775.09,"R$66,657.97"
