Date,Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Avg. Order Value,Revenue
20180102,Direct,"193,529","83,422","234,470",12.17%,5.22,0:05:44,1.97%,"4,627",R$679.61,"R$3,144,556.57"
20180102,Display,"13,239","1,180","18,909",16.20%,5.13,0:04:09,0.86%,162,R$785.22,"R$127,205.11"
20180102,Email,"8,204","2,886","9,726",10.81%,4.75,0:05:04,0.92%,89,R$728.06,"R$64,797.15"
20180102,Organic Search,"97,087","41,740","119,630",8.18%,6.96,0:08:08,2.64%,"3,153",R$682.63,"R$2,152,340.20"
20180102,Paid Search,"15,594","8,501","19,217",6.75%,5.68,0:06:01,0.62%,119,"R$1,675.82","R$199,423.03"
20180102,Referral,"50,939","15,919","65,683",6.01%,6.46,0:07:12,3.02%,"1,983",R$754.20,"R$1,495,575.76"
20180102,Social,933,237,"1,136",3.70%,5.14,0:06:09,0.70%,8,R$430.81,"R$3,446.46"
20180103,(Other),"21,641","9,706","30,457",17.60%,3.74,0:05:05,3.08%,939,R$705.87,"R$662,808.33"
20180103,Direct,"203,490","85,561","242,092",12.18%,5.23,0:05:38,2.13%,"5,150",R$658.60,"R$3,391,787.95"
20180103,Display,"12,925","1,482","17,792",17.42%,5,0:04:04,0.89%,158,R$793.76,"R$125,414.22"
20180103,Email,"11,759","3,590","13,335",10.54%,4.88,0:04:02,1.03%,137,R$701.64,"R$96,124.50"
20180103,Organic Search,"100,637","42,375","123,560",8.01%,6.91,0:08:09,2.84%,"3,509",R$700.93,"R$2,459,558.40"
20180103,Paid Search,"14,762","8,006","18,080",6.42%,5.67,0:06:09,0.79%,143,"R$1,661.52","R$237,597.33"
20180103,Referral,"49,593","13,929","64,314",6.16%,6.5,0:07:12,3.16%,"2,030",R$741.73,"R$1,505,710.84"
20180103,Social,"3,276",669,"3,869",2.66%,4.78,0:05:03,0.75%,29,R$523.43,"R$15,179.44"
20180104,(Other),"20,418","8,860","28,464",17.44%,3.75,0:04:55,2.99%,850,R$671.44,"R$570,728.03"
20180104,Direct,"203,963","88,095","246,624",12.71%,5.01,0:05:19,1.92%,"4,731",R$695.20,"R$3,288,974.48"
20180104,Display,"11,893","1,423","16,322",17.79%,4.75,0:03:55,0.88%,144,R$836.06,"R$120,393.11"
20180104,Email,"25,704","9,270","29,568",7.38%,4.55,0:03:48,0.68%,202,R$703.37,"R$142,080.60"
20180104,Organic Search,"100,474","42,557","122,896",8.22%,6.76,0:07:59,2.80%,"3,444",R$704.88,"R$2,427,607.63"
20180104,Paid Search,"14,710","8,194","17,905",6.03%,5.29,0:05:52,0.79%,141,"R$1,767.06","R$249,155.16"
20180104,Referral,"49,991","13,462","65,043",6.39%,6.45,0:07:03,3.19%,"2,073",R$795.12,"R$1,648,274.98"
20180104,Social,"2,085",494,"2,551",3.53%,4.72,0:05:14,1.25%,32,R$617.54,"R$19,761.16"
20180105,(Other),"18,002","7,314","24,957",17.69%,3.8,0:05:09,3.63%,905,R$660.06,"R$597,357.45"
20180105,Direct,"181,921","75,141","217,198",12.87%,4.95,0:05:21,2.04%,"4,431",R$684.66,"R$3,033,725.02"
20180105,Display,"10,781","1,538","14,771",18.18%,4.7,0:03:45,0.74%,109,R$664.15,"R$72,392.77"
20180105,Email,"8,765","2,500","10,064",10.39%,4.77,0:04:14,0.88%,89,R$636.41,"R$56,640.79"
20180105,Organic Search,"90,637","37,889","111,085",8.50%,6.66,0:07:54,2.73%,"3,037",R$727.48,"R$2,209,354.21"
20180105,Paid Search,"14,276","7,928","17,307",7.00%,5.27,0:05:46,0.79%,136,"R$1,594.76","R$216,886.71"
20180105,Referral,"42,505","11,878","55,877",7.02%,6.33,0:07:05,3.22%,"1,799",R$789.32,"R$1,419,985.87"
20180105,Social,"1,404",396,"1,678",3.46%,4.57,0:05:32,0.77%,13,R$498.28,"R$6,477.68"
20180106,(Other),"15,222","6,115","21,457",18.46%,4.07,0:05:45,4.49%,963,R$585.69,"R$564,021.27"
20180106,Direct,"155,062","66,980","183,521",13.99%,5,0:05:14,2.22%,"4,080",R$607.87,"R$2,480,114.34"
20180106,Display,"9,192","1,131","12,874",15.54%,4.87,0:03:50,0.73%,94,R$799.26,"R$75,130.28"
20180106,Email,"10,228","2,952","11,902",9.49%,5.08,0:04:48,1.43%,170,R$534.82,"R$90,918.74"
20180106,Organic Search,"75,576","31,637","91,337",9.73%,7.05,0:07:56,3.07%,"2,800",R$683.83,"R$1,914,728.92"
20180106,Paid Search,"13,923","7,687","16,814",8.05%,5.29,0:05:42,0.79%,132,"R$1,854.86","R$244,841.06"
20180106,Referral,"32,759","9,138","42,591",7.99%,6.36,0:06:51,3.71%,"1,580",R$780.87,"R$1,233,776.36"
20180106,Social,"1,344",441,"1,636",4.03%,4.11,0:04:42,0.73%,12,R$570.27,"R$6,843.26"
20180107,(Other),"14,215","5,664","19,661",17.45%,4.11,0:05:42,4.17%,819,R$626.49,"R$513,099.39"
20180107,Direct,"154,210","67,726","181,276",14.08%,5.05,0:05:28,2.54%,"4,606",R$618.02,"R$2,846,595.66"
20180107,Display,"10,245","1,382","14,209",16.23%,4.9,0:03:51,0.91%,129,R$693.96,"R$89,520.52"
20180107,Email,"6,295","1,671","7,449",13.69%,4.97,0:04:55,1.54%,115,R$612.56,"R$70,444.21"
20180107,Organic Search,"80,886","35,433","97,990",10.48%,7.01,0:07:44,2.94%,"2,885",R$691.20,"R$1,994,097.77"
20180107,Paid Search,"17,605","10,047","21,495",7.56%,5.07,0:05:18,0.60%,129,"R$1,651.49","R$213,041.57"
20180107,Referral,"33,859","9,822","43,073",8.12%,6.69,0:07:08,3.93%,"1,692",R$697.31,"R$1,179,840.96"
20180107,Social,"1,669",565,"1,952",2.41%,4.02,0:04:43,0.56%,11,R$678.13,"R$7,459.46"
20180108,(Other),"18,553","7,709","26,135",15.53%,4.11,0:05:50,3.78%,988,R$630.85,"R$623,283.30"
20180108,Direct,"188,150","77,977","227,027",12.54%,5.22,0:05:54,2.42%,"5,487",R$661.37,"R$3,628,915.36"
20180108,Display,"15,850","1,632","21,614",13.51%,4.8,0:03:53,0.80%,172,R$672.42,"R$115,656.85"
20180108,Email,"7,976","2,370","9,443",11.68%,4.76,0:04:51,1.39%,131,R$678.65,"R$88,903.13"
20180108,Organic Search,"113,489","49,054","139,671",7.92%,6.7,0:08:11,2.96%,"4,136",R$682.38,"R$2,822,341.14"
20180108,Paid Search,"21,402","11,963","25,761",6.02%,4.99,0:05:32,0.62%,161,"R$1,275.89","R$205,418.80"
20180108,Referral,"41,479","12,215","53,507",7.48%,6.33,0:07:11,3.63%,"1,944",R$723.16,"R$1,405,823.26"
20180108,Social,"1,628",433,"1,965",3.72%,4.46,0:05:10,0.71%,14,R$565.83,"R$7,921.60"
20180109,(Other),"17,514","7,296","24,659",15.56%,4.13,0:05:55,4.25%,"1,048",R$711.39,"R$745,532.56"
20180109,Direct,"175,319","74,554","211,970",13.02%,5.23,0:05:53,2.44%,"5,180",R$687.84,"R$3,563,029.20"
20180109,Display,"15,733","1,928","21,404",14.42%,4.57,0:03:44,0.69%,148,R$827.27,"R$122,436.04"
20180109,Email,"4,623","1,298","5,524",15.33%,4.71,0:05:02,1.57%,87,R$931.88,"R$81,073.36"
20180109,Organic Search,"107,818","46,037","132,771",8.02%,6.67,0:08:09,3.16%,"4,196",R$695.91,"R$2,920,033.62"
20180109,Paid Search,"21,804","12,349","26,163",5.61%,4.93,0:05:27,0.65%,171,"R$1,784.43","R$305,137.03"
20180109,Referral,"39,371","11,495","49,929",7.86%,6.36,0:07:05,3.70%,"1,848",R$769.25,"R$1,421,573.38"
20180109,Social,"1,505",430,"1,810",3.37%,4.59,0:05:40,1.10%,20,R$796.20,"R$15,924.05"
20180110,(Other),"17,364","6,962","24,138",15.75%,4.15,0:05:52,4.16%,"1,005",R$699.74,"R$703,234.61"
20180110,Direct,"178,443","75,632","215,255",12.58%,5.35,0:05:50,2.50%,"5,386",R$669.20,"R$3,604,295.01"
20180110,Display,"14,916","1,669","20,202",14.31%,4.78,0:03:56,0.94%,189,R$685.80,"R$129,616.05"
20180110,Email,"8,387","2,276","9,376",10.35%,4.95,0:04:36,1.18%,111,R$719.40,"R$79,853.92"
20180110,Organic Search,"117,214","50,455","143,800",7.58%,6.88,0:08:23,3.34%,"4,808",R$744.11,"R$3,577,695.93"
20180110,Paid Search,"21,240","12,036","25,429",5.19%,4.84,0:05:29,0.77%,195,"R$1,551.84","R$302,608.82"
20180110,Referral,"25,722","5,247","33,490",9.22%,5.93,0:06:34,3.63%,"1,216",R$794.00,"R$965,502.05"
20180110,Social,"4,149",944,"4,729",1.73%,4.05,0:04:29,0.57%,27,R$409.56,"R$11,058.10"
20180111,(Other),"16,611","6,585","23,048",16.31%,4.05,0:05:41,4.35%,"1,002",R$673.79,"R$675,134.13"
20180111,Direct,"184,005","77,017","220,092",13.26%,5.16,0:05:34,2.25%,"4,942",R$681.78,"R$3,369,366.31"
20180111,Display,"14,384","2,266","19,387",15.47%,4.5,0:03:46,0.75%,146,R$693.07,"R$101,188.52"
20180111,Email,"14,514","4,481","16,585",6.70%,4.54,0:04:18,0.96%,160,R$647.08,"R$103,532.91"
20180111,Organic Search,"117,593","50,236","144,926",7.79%,6.77,0:08:15,3.30%,"4,781",R$698.65,"R$3,340,236.43"
20180111,Paid Search,"20,845","11,610","24,933",5.22%,4.84,0:05:19,0.72%,180,"R$1,350.56","R$243,100.97"
20180111,Referral,"26,265","5,909","33,991",9.03%,5.82,0:06:26,3.04%,"1,033",R$709.07,"R$732,466.46"
20180111,Social,"3,917",869,"4,604",2.39%,4.22,0:04:50,0.74%,34,R$607.34,"R$20,649.72"
20180112,(Other),"14,431","5,587","19,965",16.61%,4.07,0:05:48,4.47%,892,R$627.82,"R$560,011.55"
20180112,Direct,"164,502","71,427","199,199",14.14%,5.16,0:05:28,2.21%,"4,404",R$671.65,"R$2,957,928.94"
20180112,Display,"13,511","2,158","18,411",16.94%,4.39,0:03:32,0.58%,106,R$864.64,"R$91,651.32"
20180112,Email,"10,878","3,195","12,677",11.49%,4.58,0:04:32,1.05%,133,R$667.23,"R$88,741.19"
20180112,Organic Search,"108,571","45,243","131,944",7.84%,6.73,0:08:10,3.27%,"4,319",R$713.18,"R$3,080,212.99"
20180112,Paid Search,"19,721","10,780","23,784",5.36%,4.83,0:05:29,0.71%,170,"R$1,301.39","R$221,236.07"
20180112,Referral,"22,915","4,798","29,615",9.31%,5.89,0:06:23,3.12%,923,R$718.37,"R$663,051.73"
20180112,Social,"2,461",499,"2,901",2.79%,4.17,0:04:44,0.72%,21,R$474.25,"R$9,959.20"
20180113,(Other),"10,979","4,214","14,793",17.02%,4.06,0:05:35,4.44%,657,R$679.41,"R$446,369.54"
20180113,Direct,"134,983","62,192","158,516",14.82%,4.86,0:04:59,2.18%,"3,455",R$681.89,"R$2,355,925.37"
20180113,Display,"10,322","1,870","14,160",18.30%,4.32,0:03:23,0.69%,98,R$692.01,"R$67,816.79"
20180113,Email,"8,322","2,458","9,802",21.87%,4.4,0:03:54,0.83%,81,R$630.13,"R$51,040.43"
20180113,Organic Search,"81,936","35,243","99,454",9.57%,7.04,0:08:01,3.30%,"3,284",R$687.55,"R$2,257,898.74"
20180113,Paid Search,"14,674","7,779","17,934",6.43%,5,0:05:36,0.66%,118,"R$1,560.16","R$184,099.05"
20180113,Referral,"17,251","3,580","22,438",9.71%,6.07,0:06:18,3.35%,752,R$798.34,"R$600,349.64"
20180113,Social,"1,733",374,"2,096",3.63%,4.29,0:05:06,1.34%,28,R$481.09,"R$13,470.60"
20180114,(Other),"11,987","4,755","16,277",17.36%,4.07,0:05:49,4.88%,794,R$660.15,"R$524,158.62"
20180114,Direct,"145,042","66,043","169,528",14.55%,5.04,0:05:16,2.62%,"4,449",R$621.07,"R$2,763,151.37"
20180114,Display,"11,433","1,795","16,051",17.18%,4.39,0:03:21,0.79%,127,R$751.59,"R$95,452.01"
20180114,Email,"10,348","3,162","12,258",23.50%,4.46,0:03:56,1.21%,148,R$516.40,"R$76,426.48"
20180114,Organic Search,"84,963","37,110","104,002",9.77%,6.99,0:08:02,3.52%,"3,666",R$667.60,"R$2,447,438.13"
20180114,Paid Search,"15,482","8,127","18,727",6.98%,5.11,0:05:44,0.86%,161,"R$1,675.08","R$269,688.38"
20180114,Referral,"23,011","6,174","29,152",8.72%,6.43,0:06:39,3.90%,"1,138",R$698.94,"R$795,393.61"
20180114,Social,"1,624",290,"1,971",3.15%,4.47,0:05:30,0.96%,19,R$527.73,"R$10,026.86"
20180115,(Other),"17,164","6,919","23,899",16.39%,4.05,0:05:41,4.25%,"1,015",R$599.06,"R$608,050.04"
20180115,Direct,"194,118","82,993","235,397",13.12%,5.16,0:05:43,2.32%,"5,458",R$655.42,"R$3,577,284.24"
20180115,Display,"14,856","2,565","20,350",15.40%,4.37,0:03:41,0.72%,146,R$721.16,"R$105,289.88"
20180115,Email,"13,535","3,986","15,775",20.68%,4.38,0:03:57,0.73%,115,R$614.79,"R$70,700.41"
20180115,Organic Search,"128,669","54,654","155,383",7.40%,6.71,0:08:20,3.24%,"5,042",R$685.20,"R$3,454,754.12"
20180115,Paid Search,"22,322","12,669","27,066",4.61%,4.69,0:05:21,0.69%,188,"R$1,520.06","R$285,770.79"
20180115,Referral,"25,365","6,239","32,816",9.04%,5.72,0:06:25,3.57%,"1,172",R$734.94,"R$861,352.66"
20180115,Social,"2,140",640,"2,514",4.02%,4.51,0:05:10,1.07%,27,R$570.28,"R$15,397.44"
20180116,(Other),"16,134","6,281","22,168",16.11%,4,0:05:37,4.30%,953,R$605.19,"R$576,749.23"
20180116,Direct,"188,356","80,363","224,724",13.90%,5.05,0:05:32,2.26%,"5,089",R$672.68,"R$3,423,279.56"
20180116,Display,"15,582","2,563","21,211",15.77%,4.29,0:03:27,0.71%,151,R$679.65,"R$102,626.62"
20180116,Email,"15,380","4,627","18,016",17.90%,4.37,0:03:29,0.52%,93,R$722.12,"R$67,156.93"
20180116,Organic Search,"123,054","52,501","151,806",7.62%,6.56,0:08:04,3.22%,"4,895",R$691.78,"R$3,386,253.92"
20180116,Paid Search,"21,644","12,112","26,123",4.60%,4.69,0:05:13,0.66%,173,"R$1,307.22","R$226,149.36"
20180116,Referral,"29,439","6,107","37,187",7.19%,5.81,0:06:21,2.94%,"1,093",R$734.72,"R$803,047.76"
20180116,Social,"2,144",635,"2,507",4.15%,3.98,0:04:54,0.76%,19,R$407.66,"R$7,745.52"
20180117,(Other),"15,627","6,289","21,218",15.77%,4.05,0:05:41,4.22%,896,R$632.71,"R$566,905.48"
20180117,Direct,"183,713","78,695","223,589",13.54%,5.16,0:05:29,2.27%,"5,071",R$650.99,"R$3,301,151.01"
20180117,Display,"14,714","2,393","19,673",15.27%,4.25,0:03:20,0.66%,129,R$784.28,"R$101,172.26"
20180117,Email,"18,243","5,100","21,175",10.70%,4.5,0:03:56,0.88%,187,R$573.22,"R$107,191.97"
20180117,Organic Search,"106,625","43,621","131,275",8.28%,6.44,0:07:54,3.16%,"4,147",R$668.80,"R$2,773,494.70"
20180117,Paid Search,"20,450","10,944","24,227",5.39%,4.67,0:05:21,0.80%,193,"R$1,357.99","R$262,091.71"
20180117,Referral,"43,586","11,555","54,772",6.08%,6.26,0:06:46,3.28%,"1,798",R$704.43,"R$1,266,558.86"
20180117,Social,"3,461",793,"4,006",2.55%,3.86,0:04:28,0.95%,38,R$683.45,"R$25,971.09"
20180118,(Other),"14,330","5,587","19,921",16.26%,4.23,0:06:07,4.66%,929,R$625.29,"R$580,895.97"
20180118,Direct,"181,504","78,655","218,548",14.13%,4.96,0:05:14,2.15%,"4,705",R$649.57,"R$3,056,248.99"
20180118,Display,"14,837","2,521","20,026",16.21%,4.13,0:03:11,0.71%,143,R$691.01,"R$98,813.78"
20180118,Email,"26,196","8,100","30,873",11.61%,4.35,0:03:42,0.70%,215,R$672.15,"R$144,512.12"
20180118,Organic Search,"96,713","38,941","119,573",8.81%,6.39,0:07:42,3.02%,"3,608",R$675.12,"R$2,435,827.80"
20180118,Paid Search,"20,016","10,560","24,071",5.56%,4.67,0:05:14,0.76%,183,"R$1,242.37","R$227,353.58"
20180118,Referral,"45,769","11,815","58,093",6.57%,6.27,0:06:54,3.35%,"1,947",R$686.92,"R$1,337,423.79"
20180118,Social,"2,192",514,"2,613",3.06%,3.92,0:04:25,1.00%,26,R$588.23,"R$15,293.99"
20180119,(Other),"13,820","5,392","18,608",15.44%,4.04,0:05:31,4.29%,798,R$632.79,"R$504,967.46"
20180119,Direct,"176,588","74,496","213,453",13.41%,4.98,0:05:18,2.03%,"4,327",R$663.01,"R$2,868,851.72"
20180119,Display,"17,276","3,714","23,111",14.80%,4.48,0:03:23,0.67%,154,R$752.31,"R$115,855.01"
20180119,Email,"17,543","4,717","20,876",12.38%,4.78,0:04:30,0.87%,182,R$656.30,"R$119,446.99"
20180119,Organic Search,"97,835","39,343","120,360",7.85%,6.51,0:07:46,2.91%,"3,503",R$653.35,"R$2,288,696.65"
20180119,Paid Search,"15,870","7,066","19,161",5.42%,4.77,0:05:22,0.66%,126,"R$1,461.81","R$184,187.99"
20180119,Referral,"35,023","6,569","45,468",6.99%,6.13,0:06:39,2.88%,"1,310",R$690.58,"R$904,657.16"
20180119,Social,"3,011",672,"3,503",2.65%,4.34,0:04:49,0.60%,21,R$736.88,"R$15,474.45"
20180120,(Other),"11,737","4,837","15,842",16.39%,4.03,0:05:28,4.42%,701,R$588.51,"R$412,547.29"
20180120,Direct,"150,833","65,976","177,756",13.67%,4.81,0:04:58,2.17%,"3,851",R$573.30,"R$2,207,760.79"
20180120,Display,"11,614","2,105","16,081",17.93%,4.32,0:03:20,0.49%,79,R$683.42,"R$53,989.98"
20180120,Email,"15,680","4,247","18,473",18.61%,4.96,0:04:11,0.97%,179,R$540.86,"R$96,814.76"
20180120,Organic Search,"80,363","32,927","98,401",9.14%,6.88,0:07:46,3.10%,"3,051",R$630.56,"R$1,923,840.04"
20180120,Paid Search,"11,963","5,411","14,703",7.30%,5.17,0:05:47,0.82%,120,"R$1,195.64","R$143,476.42"
20180120,Referral,"23,808","2,992","30,843",7.26%,6.21,0:06:54,3.20%,988,R$673.10,"R$665,024.03"
20180120,Social,"6,172","1,968","7,205",2.61%,5.47,0:04:49,0.65%,47,R$579.34,"R$27,228.82"
20180121,(Other),"15,167","6,494","20,671",16.21%,4.14,0:05:45,5.33%,"1,101",R$524.05,"R$576,984.13"
20180121,Direct,"161,568","72,324","192,404",13.81%,5.17,0:05:36,3.31%,"6,375",R$536.97,"R$3,423,164.48"
20180121,Display,"13,155","2,548","18,083",17.56%,4.35,0:03:25,0.95%,171,R$665.70,"R$113,834.85"
20180121,Email,"20,868","6,725","25,499",23.96%,4.78,0:04:19,1.53%,391,R$461.86,"R$180,585.81"
20180121,Organic Search,"89,976","38,216","111,275",8.86%,7.19,0:08:25,4.46%,"4,959",R$593.62,"R$2,943,741.24"
20180121,Paid Search,"12,941","6,030","15,867",7.72%,5.23,0:05:52,0.96%,153,"R$1,153.78","R$176,528.98"
20180121,Referral,"26,381","3,492","34,520",6.66%,6.35,0:07:21,4.82%,"1,665",R$597.99,"R$995,648.99"
20180121,Social,"5,398","1,672","6,383",3.16%,5.24,0:05:12,1.11%,71,R$495.88,"R$35,207.48"
20180122,(Other),"16,326","6,757","21,757",14.92%,3.83,0:05:10,3.84%,836,R$619.90,"R$518,238.39"
20180122,Direct,"191,077","78,852","230,097",12.93%,4.89,0:05:26,2.14%,"4,931",R$619.08,"R$3,052,660.00"
20180122,Display,"17,733","3,050","23,673",15.50%,4.16,0:03:17,0.57%,135,R$625.83,"R$84,487.44"
20180122,Email,"16,638","5,363","20,337",30.47%,3.86,0:03:38,0.81%,165,R$543.44,"R$89,667.83"
20180122,Organic Search,"117,898","48,769","143,044",7.71%,6.28,0:07:40,2.77%,"3,963",R$647.66,"R$2,566,693.89"
20180122,Paid Search,"16,501","7,796","19,870",5.14%,4.95,0:05:23,0.68%,135,"R$1,326.71","R$179,106.17"
20180122,Referral,"40,036","8,438","50,634",6.41%,5.97,0:06:44,3.05%,"1,542",R$670.68,"R$1,034,182.29"
20180122,Social,"2,166",586,"2,609",4.79%,4.78,0:05:01,1.26%,33,R$667.91,"R$22,041.18"
20180123,(Other),"15,676","6,675","20,747",15.49%,3.61,0:04:32,2.62%,543,R$740.09,"R$401,866.89"
20180123,Direct,"181,047","74,575","216,575",13.10%,4.79,0:05:06,1.56%,"3,379",R$730.95,"R$2,469,885.77"
20180123,Display,"16,247","2,744","21,904",16.18%,4.06,0:03:00,0.46%,101,R$848.46,"R$85,694.84"
20180123,Email,"21,662","6,745","26,196",15.42%,4.35,0:04:23,0.46%,121,R$874.74,"R$105,844.04"
20180123,Organic Search,"97,102","39,018","118,750",8.01%,6.25,0:07:24,2.39%,"2,844",R$717.10,"R$2,039,423.51"
20180123,Paid Search,"14,341","6,461","16,871",4.84%,4.8,0:05:21,0.68%,114,"R$1,218.94","R$138,958.86"
20180123,Referral,"44,512","11,269","56,031",6.06%,5.99,0:06:27,2.47%,"1,382",R$809.55,"R$1,118,794.92"
20180123,Social,"1,903",456,"2,214",3.48%,4,0:04:26,0.68%,15,R$607.26,"R$9,108.86"
20180124,(Other),"16,270","6,952","21,944",16.06%,3.43,0:04:24,2.77%,608,R$733.40,"R$445,907.17"
20180124,Direct,"171,208","71,057","201,674",14.26%,4.8,0:05:01,1.73%,"3,486",R$705.15,"R$2,458,161.95"
20180124,Display,"16,679","2,875","22,088",15.56%,4.19,0:03:01,0.47%,104,R$790.59,"R$82,221.56"
20180124,Email,"8,826","2,094","10,617",14.54%,4.62,0:04:23,0.87%,92,R$560.95,"R$51,607.85"
20180124,Organic Search,"85,337","34,164","104,852",8.20%,6.3,0:07:32,2.51%,"2,628",R$712.88,"R$1,873,456.97"
20180124,Paid Search,"14,853","7,091","17,920",5.13%,4.81,0:05:21,0.69%,124,"R$1,346.13","R$166,919.96"
20180124,Referral,"39,825","10,752","50,345",6.40%,5.93,0:06:39,2.90%,"1,459",R$801.72,"R$1,169,711.08"
20180124,Social,"5,218","1,668","6,168",2.51%,3.78,0:03:48,0.37%,23,R$662.25,"R$15,231.75"
20180125,(Other),"16,268","7,042","21,952",15.32%,3.42,0:04:23,2.72%,597,R$726.86,"R$433,938.29"
20180125,Direct,"175,113","74,099","209,155",13.43%,4.84,0:04:56,1.66%,"3,480",R$661.35,"R$2,301,503.60"
20180125,Display,"17,003","3,248","22,668",14.75%,4.59,0:03:16,0.52%,118,R$701.77,"R$82,809.04"
20180125,Email,"24,783","7,450","28,723",5.51%,5.3,0:05:11,0.83%,238,R$643.95,"R$153,260.25"
20180125,Organic Search,"83,826","32,415","100,223",8.16%,6.53,0:07:32,2.46%,"2,463",R$686.91,"R$1,691,865.86"
20180125,Paid Search,"14,318","6,832","17,282",5.44%,4.9,0:05:20,0.78%,134,"R$1,271.92","R$170,437.17"
20180125,Referral,"36,337","10,715","45,355",6.79%,5.96,0:06:36,2.88%,"1,306",R$819.48,"R$1,070,245.01"
20180125,Social,"4,465","1,340","5,594",3.29%,4.14,0:04:04,0.46%,26,R$525.05,"R$13,651.32"
20180126,(Other),"14,707","6,361","19,931",15.71%,3.4,0:04:18,2.48%,495,R$780.62,"R$386,404.73"
20180126,Direct,"159,096","67,395","190,378",13.87%,4.64,0:04:47,1.55%,"2,948",R$693.23,"R$2,043,629.90"
20180126,Display,"13,077","2,110","17,743",17.29%,4.16,0:03:04,0.46%,82,R$808.11,"R$66,265.06"
20180126,Email,"9,204","2,250","10,903",8.86%,4.99,0:04:34,0.96%,105,R$586.20,"R$61,550.68"
20180126,Organic Search,"76,713","29,737","92,544",8.46%,6.36,0:07:23,2.40%,"2,221",R$692.29,"R$1,537,567.05"
20180126,Paid Search,"13,134","6,275","15,831",5.60%,4.86,0:05:24,0.69%,110,"R$1,296.69","R$142,636.27"
20180126,Referral,"31,859","9,296","39,638",7.20%,5.9,0:06:21,2.63%,"1,044",R$798.12,"R$833,236.39"
20180126,Social,"2,847",585,"3,330",3.54%,4.1,0:04:19,0.45%,15,R$984.81,"R$14,772.08"
20180127,(Other),"12,235","5,277","16,682",16.77%,3.48,0:04:18,2.51%,418,R$705.76,"R$295,005.90"
20180127,Direct,"129,993","58,616","155,454",14.39%,4.57,0:04:34,1.65%,"2,564",R$671.17,"R$1,720,887.70"
20180127,Display,"11,083","2,312","15,017",19.09%,4.21,0:03:04,0.48%,72,R$862.96,"R$62,132.98"
20180127,Email,"7,426","1,811","8,781",7.80%,5.24,0:04:49,1.07%,94,R$657.23,"R$61,779.63"
20180127,Organic Search,"61,256","23,999","73,157",9.38%,6.89,0:07:42,2.63%,"1,922",R$681.84,"R$1,310,492.95"
20180127,Paid Search,"9,783","4,454","11,805",6.93%,5.33,0:05:42,0.71%,84,"R$1,384.76","R$116,320.09"
20180127,Referral,"20,571","4,950","26,084",8.94%,5.9,0:06:02,2.98%,777,R$777.36,"R$604,006.88"
20180127,Social,"2,128",406,"2,602",3.04%,4.47,0:05:16,0.69%,18,R$537.00,"R$9,665.95"
20180128,(Other),"13,447","5,941","18,601",15.99%,3.65,0:04:33,3.63%,676,R$654.09,"R$442,168.04"
20180128,Direct,"139,537","62,862","164,658",15.00%,4.7,0:04:51,2.21%,"3,646",R$605.05,"R$2,206,000.77"
20180128,Display,"11,737","2,230","16,016",19.69%,4.3,0:03:09,0.71%,113,R$705.07,"R$79,673.24"
20180128,Email,"4,670","1,020","5,528",9.50%,5.34,0:05:15,1.59%,88,R$753.58,"R$66,314.69"
20180128,Organic Search,"72,759","29,864","87,841",9.37%,6.94,0:07:44,3.15%,"2,764",R$646.38,"R$1,786,597.18"
20180128,Paid Search,"11,301","5,442","13,936",6.76%,5.38,0:05:42,0.85%,119,"R$1,328.87","R$158,135.09"
20180128,Referral,"19,043","4,094","23,914",9.17%,5.63,0:05:48,3.11%,744,R$743.89,"R$553,453.59"
20180128,Social,"2,118",454,"2,570",3.97%,4.66,0:05:19,0.86%,22,R$500.28,"R$11,006.09"
20180129,(Other),"18,113","7,991","24,775",15.24%,3.28,0:04:09,2.52%,624,R$763.99,"R$476,730.44"
20180129,Direct,"187,047","77,458","225,476",14.62%,4.67,0:05:04,1.70%,"3,844",R$703.03,"R$2,702,437.96"
20180129,Display,"17,144","2,745","23,109",16.67%,4.16,0:03:02,0.54%,125,R$844.95,"R$105,618.56"
20180129,Email,"6,260","1,478","7,408",8.67%,4.64,0:04:55,1.13%,84,R$786.58,"R$66,072.53"
20180129,Organic Search,"110,792","47,201","133,789",8.11%,6.19,0:07:23,2.41%,"3,224",R$710.75,"R$2,291,448.02"
20180129,Paid Search,"16,408","7,892","19,780",5.84%,4.74,0:05:06,0.69%,136,"R$1,177.42","R$160,129.42"
20180129,Referral,"33,891","9,047","42,428",6.84%,4.67,0:05:09,2.12%,898,R$765.92,"R$687,794.29"
20180129,Social,"2,732",637,"3,156",3.64%,3.55,0:04:05,0.48%,15,R$863.24,"R$12,948.61"
20180130,(Other),"17,277","7,413","23,204",15.51%,3.28,0:04:11,2.53%,587,R$698.59,"R$410,070.85"
20180130,Direct,"169,896","69,820","201,793",12.94%,4.76,0:05:06,1.78%,"3,583",R$709.35,"R$2,541,602.28"
20180130,Display,"15,980","3,046","21,276",18.04%,4.03,0:03:00,0.51%,108,R$772.85,"R$83,467.89"
20180130,Email,"2,983",672,"3,616",11.31%,5.15,0:05:29,1.47%,53,R$744.39,"R$39,452.51"
20180130,Organic Search,"99,356","41,418","119,948",7.61%,6.42,0:07:40,2.60%,"3,114",R$697.49,"R$2,171,969.86"
